NumNodes,GroupSize,AvgDeg,InfRate,NumInfected
1000000, 8, 5, 0, 1
1000000, 8, 5, 0, 1
1000000, 8, 5, 0, 1
1000000, 8, 5, 0, 1
1000000, 8, 5, 0, 1
1000000, 8, 5, 0, 1
1000000, 8, 5, 0, 1
1000000, 8, 5, 0, 1
1000000, 8, 5, 0, 1
1000000, 8, 5, 0, 1
1000000, 8, 5, 100, 2
1000000, 8, 5, 100, 2
1000000, 8, 5, 100, 2
1000000, 8, 5, 100, 2
1000000, 8, 5, 100, 2
1000000, 8, 5, 100, 3
1000000, 8, 5, 100, 2
1000000, 8, 5, 100, 2
1000000, 8, 5, 100, 2
1000000, 8, 5, 100, 2
1000000, 8, 5, 200, 3
1000000, 8, 5, 200, 3
1000000, 8, 5, 200, 3
1000000, 8, 5, 200, 3
1000000, 8, 5, 200, 3
1000000, 8, 5, 200, 3
1000000, 8, 5, 200, 3
1000000, 8, 5, 200, 3
1000000, 8, 5, 200, 2
1000000, 8, 5, 200, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 300, 3
1000000, 8, 5, 400, 4
1000000, 8, 5, 400, 3
1000000, 8, 5, 400, 3
1000000, 8, 5, 400, 3
1000000, 8, 5, 400, 4
1000000, 8, 5, 400, 3
1000000, 8, 5, 400, 4
1000000, 8, 5, 400, 3
1000000, 8, 5, 400, 3
1000000, 8, 5, 400, 4
1000000, 8, 5, 500, 3
1000000, 8, 5, 500, 3
1000000, 8, 5, 500, 3
1000000, 8, 5, 500, 3
1000000, 8, 5, 500, 4
1000000, 8, 5, 500, 4
1000000, 8, 5, 500, 4
1000000, 8, 5, 500, 3
1000000, 8, 5, 500, 4
1000000, 8, 5, 500, 4
1000000, 8, 5, 600, 4
1000000, 8, 5, 600, 3
1000000, 8, 5, 600, 4
1000000, 8, 5, 600, 4
1000000, 8, 5, 600, 4
1000000, 8, 5, 600, 4
1000000, 8, 5, 600, 4
1000000, 8, 5, 600, 4
1000000, 8, 5, 600, 4
1000000, 8, 5, 600, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 700, 4
1000000, 8, 5, 800, 4
1000000, 8, 5, 800, 4
1000000, 8, 5, 800, 5
1000000, 8, 5, 800, 5
1000000, 8, 5, 800, 4
1000000, 8, 5, 800, 5
1000000, 8, 5, 800, 5
1000000, 8, 5, 800, 4
1000000, 8, 5, 800, 5
1000000, 8, 5, 800, 5
1000000, 8, 5, 900, 5
1000000, 8, 5, 900, 7
1000000, 8, 5, 900, 5
1000000, 8, 5, 900, 6
1000000, 8, 5, 900, 4
1000000, 8, 5, 900, 5
1000000, 8, 5, 900, 5
1000000, 8, 5, 900, 5
1000000, 8, 5, 900, 5
1000000, 8, 5, 900, 5
1000000, 8, 5, 1000, 5
1000000, 8, 5, 1000, 5
1000000, 8, 5, 1000, 5
1000000, 8, 5, 1000, 5
1000000, 8, 5, 1000, 5
1000000, 8, 5, 1000, 5
1000000, 8, 5, 1000, 5
1000000, 8, 5, 1000, 6
1000000, 8, 5, 1000, 5
1000000, 8, 5, 1000, 5
1000000, 8, 5, 1100, 5
1000000, 8, 5, 1100, 6
1000000, 8, 5, 1100, 6
1000000, 8, 5, 1100, 5
1000000, 8, 5, 1100, 6
1000000, 8, 5, 1100, 5
1000000, 8, 5, 1100, 6
1000000, 8, 5, 1100, 6
1000000, 8, 5, 1100, 5
1000000, 8, 5, 1100, 5
1000000, 8, 5, 1200, 5
1000000, 8, 5, 1200, 5
1000000, 8, 5, 1200, 6
1000000, 8, 5, 1200, 6
1000000, 8, 5, 1200, 5
1000000, 8, 5, 1200, 6
1000000, 8, 5, 1200, 6
1000000, 8, 5, 1200, 7
1000000, 8, 5, 1200, 6
1000000, 8, 5, 1200, 6
1000000, 8, 5, 1300, 6
1000000, 8, 5, 1300, 7
1000000, 8, 5, 1300, 6
1000000, 8, 5, 1300, 7
1000000, 8, 5, 1300, 6
1000000, 8, 5, 1300, 6
1000000, 8, 5, 1300, 6
1000000, 8, 5, 1300, 7
1000000, 8, 5, 1300, 6
1000000, 8, 5, 1300, 6
1000000, 8, 5, 1400, 6
1000000, 8, 5, 1400, 6
1000000, 8, 5, 1400, 7
1000000, 8, 5, 1400, 6
1000000, 8, 5, 1400, 8
1000000, 8, 5, 1400, 6
1000000, 8, 5, 1400, 6
1000000, 8, 5, 1400, 6
